dateday,season,year,month,count,season_category,hour,time_category
2011-12-03,fall,2011,Dec,8,,4,Pagi
2011-12-03,fall,2011,Dec,6,,5,Pagi
2011-12-03,fall,2011,Dec,11,,6,Pagi
2011-12-03,fall,2011,Dec,26,,7,Pagi
2011-12-03,fall,2011,Dec,63,,8,Pagi
2011-12-03,fall,2011,Dec,124,,9,Pagi
2011-12-03,fall,2011,Dec,195,,10,Pagi
2011-12-03,fall,2011,Dec,275,,11,Siang
2011-12-03,fall,2011,Dec,358,,12,Siang
2011-12-03,fall,2011,Dec,292,,13,Siang
2011-12-03,fall,2011,Dec,343,,14,Siang
2011-12-03,fall,2011,Dec,337,,15,Siang
2011-12-03,fall,2011,Dec,305,,16,Sore
2011-12-03,fall,2011,Dec,232,,17,Sore
2011-12-03,fall,2011,Dec,224,,18,Sore
2011-12-03,fall,2011,Dec,175,,19,Sore
2011-12-03,fall,2011,Dec,127,,20,Malam
2011-12-03,fall,2011,Dec,109,,21,Malam
2011-12-03,fall,2011,Dec,114,,22,Malam
2011-12-03,fall,2011,Dec,85,,23,Malam
2011-12-04,fall,2011,Dec,83,,0,Malam
2011-12-04,fall,2011,Dec,74,,1,Malam
2011-12-04,fall,2011,Dec,62,,2,Malam
2011-12-04,fall,2011,Dec,41,,3,Malam
2011-12-04,fall,2011,Dec,11,,4,Pagi
2011-12-04,fall,2011,Dec,4,,5,Pagi
2011-12-04,fall,2011,Dec,4,,6,Pagi
2011-12-04,fall,2011,Dec,26,,7,Pagi
2011-12-04,fall,2011,Dec,55,,8,Pagi
2011-12-04,fall,2011,Dec,126,,9,Pagi
2011-12-04,fall,2011,Dec,216,,10,Pagi
2011-12-04,fall,2011,Dec,254,,11,Siang
2011-12-04,fall,2011,Dec,329,,12,Siang
2011-12-04,fall,2011,Dec,357,,13,Siang
2011-12-04,fall,2011,Dec,323,,14,Siang
2011-12-04,fall,2011,Dec,296,,15,Siang
2011-12-04,fall,2011,Dec,330,,16,Sore
2011-12-04,fall,2011,Dec,245,,17,Sore
2011-12-04,fall,2011,Dec,171,,18,Sore
2011-12-04,fall,2011,Dec,173,,19,Sore
2011-12-04,fall,2011,Dec,124,,20,Malam
2011-12-04,fall,2011,Dec,72,,21,Malam
2011-12-04,fall,2011,Dec,64,,22,Malam
2011-12-04,fall,2011,Dec,45,,23,Malam
2011-12-05,fall,2011,Dec,24,,0,Malam
2011-12-05,fall,2011,Dec,12,,1,Malam
2011-12-05,fall,2011,Dec,8,,2,Malam
2011-12-05,fall,2011,Dec,2,,3,Malam
2011-12-05,fall,2011,Dec,7,,4,Pagi
2011-12-05,fall,2011,Dec,25,,5,Pagi
2011-12-05,fall,2011,Dec,90,,6,Pagi
2011-12-05,fall,2011,Dec,283,,7,Pagi
2011-12-05,fall,2011,Dec,404,,8,Pagi
2011-12-05,fall,2011,Dec,190,,9,Pagi
2011-12-05,fall,2011,Dec,87,,10,Pagi
2011-12-05,fall,2011,Dec,123,,11,Siang
2011-12-05,fall,2011,Dec,154,,12,Siang
2011-12-05,fall,2011,Dec,171,,13,Siang
2011-12-05,fall,2011,Dec,133,,14,Siang
2011-12-05,fall,2011,Dec,148,,15,Siang
2011-12-05,fall,2011,Dec,248,,16,Sore
2011-12-05,fall,2011,Dec,446,,17,Sore
2011-12-05,fall,2011,Dec,399,,18,Sore
2011-12-05,fall,2011,Dec,308,,19,Sore
2011-12-05,fall,2011,Dec,205,,20,Malam
2011-12-05,fall,2011,Dec,176,,21,Malam
2011-12-05,fall,2011,Dec,106,,22,Malam
2011-12-05,fall,2011,Dec,62,,23,Malam
2011-12-06,fall,2011,Dec,28,,0,Malam
2011-12-06,fall,2011,Dec,16,,1,Malam
2011-12-06,fall,2011,Dec,3,,2,Malam
2011-12-06,fall,2011,Dec,3,,3,Malam
2011-12-06,fall,2011,Dec,7,,4,Pagi
2011-12-06,fall,2011,Dec,20,,5,Pagi
2011-12-06,fall,2011,Dec,86,,6,Pagi
2011-12-06,fall,2011,Dec,234,,7,Pagi
2011-12-06,fall,2011,Dec,414,,8,Pagi
2011-12-06,fall,2011,Dec,204,,9,Pagi
2011-12-06,fall,2011,Dec,50,,10,Pagi
2011-12-06,fall,2011,Dec,32,,11,Siang
2011-12-06,fall,2011,Dec,55,,12,Siang
2011-12-06,fall,2011,Dec,71,,13,Siang
2011-12-06,fall,2011,Dec,75,,14,Siang
2011-12-06,fall,2011,Dec,45,,15,Siang
2011-12-06,fall,2011,Dec,88,,16,Sore
2011-12-06,fall,2011,Dec,262,,17,Sore
2011-12-06,fall,2011,Dec,304,,18,Sore
2011-12-06,fall,2011,Dec,233,,19,Sore
2011-12-06,fall,2011,Dec,110,,20,Malam
2011-12-06,fall,2011,Dec,114,,21,Malam
2011-12-06,fall,2011,Dec,87,,22,Malam
2011-12-06,fall,2011,Dec,53,,23,Malam
2011-12-07,fall,2011,Dec,33,,0,Malam
2011-12-07,fall,2011,Dec,13,,1,Malam
2011-12-07,fall,2011,Dec,6,,2,Malam
2011-12-07,fall,2011,Dec,3,,3,Malam
2011-12-07,fall,2011,Dec,1,,4,Pagi
2011-12-07,fall,2011,Dec,3,,5,Pagi
2011-12-07,fall,2011,Dec,18,,6,Pagi
2011-12-07,fall,2011,Dec,46,,7,Pagi
2011-12-07,fall,2011,Dec,86,,8,Pagi
2011-12-07,fall,2011,Dec,64,,9,Pagi
2011-12-07,fall,2011,Dec,33,,10,Pagi
2011-12-07,fall,2011,Dec,50,,11,Siang
2011-12-07,fall,2011,Dec,33,,12,Siang
2011-12-07,fall,2011,Dec,33,,13,Siang
2011-12-07,fall,2011,Dec,25,,14,Siang
2011-12-07,fall,2011,Dec,30,,15,Siang
2011-12-07,fall,2011,Dec,31,,16,Sore
2011-12-07,fall,2011,Dec,52,,17,Sore
2011-12-07,fall,2011,Dec,51,,18,Sore
2011-12-07,fall,2011,Dec,33,,19,Sore
2011-12-07,fall,2011,Dec,26,,20,Malam
2011-12-07,fall,2011,Dec,6,,21,Malam
2011-12-07,fall,2011,Dec,13,,22,Malam
2011-12-07,fall,2011,Dec,16,,23,Malam
2011-12-08,fall,2011,Dec,21,,0,Malam
2011-12-08,fall,2011,Dec,7,,1,Malam
2011-12-08,fall,2011,Dec,4,,2,Malam
2011-12-08,fall,2011,Dec,1,,3,Malam
2011-12-08,fall,2011,Dec,2,,4,Pagi
2011-12-08,fall,2011,Dec,12,,5,Pagi
2011-12-08,fall,2011,Dec,71,,6,Pagi
2011-12-08,fall,2011,Dec,244,,7,Pagi
2011-12-08,fall,2011,Dec,429,,8,Pagi
2011-12-08,fall,2011,Dec,225,,9,Pagi
2011-12-08,fall,2011,Dec,110,,10,Pagi
2011-12-08,fall,2011,Dec,106,,11,Siang
2011-12-08,fall,2011,Dec,156,,12,Siang
2011-12-08,fall,2011,Dec,124,,13,Siang
2011-12-08,fall,2011,Dec,137,,14,Siang
2011-12-08,fall,2011,Dec,117,,15,Siang
2011-12-08,fall,2011,Dec,208,,16,Sore
2011-12-08,fall,2011,Dec,331,,17,Sore
2011-12-08,fall,2011,Dec,318,,18,Sore
2011-12-08,fall,2011,Dec,232,,19,Sore
2011-12-08,fall,2011,Dec,175,,20,Malam
2011-12-08,fall,2011,Dec,139,,21,Malam
2011-12-08,fall,2011,Dec,92,,22,Malam
2011-12-08,fall,2011,Dec,61,,23,Malam
2011-12-09,fall,2011,Dec,34,,0,Malam
2011-12-09,fall,2011,Dec,14,,1,Malam
2011-12-09,fall,2011,Dec,12,,2,Malam
2011-12-09,fall,2011,Dec,6,,3,Malam
2011-12-09,fall,2011,Dec,2,,4,Pagi
2011-12-09,fall,2011,Dec,20,,5,Pagi
2011-12-09,fall,2011,Dec,63,,6,Pagi
2011-12-09,fall,2011,Dec,199,,7,Pagi
2011-12-09,fall,2011,Dec,385,,8,Pagi
2011-12-09,fall,2011,Dec,264,,9,Pagi
2011-12-09,fall,2011,Dec,126,,10,Pagi
2011-12-09,fall,2011,Dec,136,,11,Siang
2011-12-09,fall,2011,Dec,173,,12,Siang
2011-12-09,fall,2011,Dec,168,,13,Siang
2011-12-09,fall,2011,Dec,187,,14,Siang
2011-12-09,fall,2011,Dec,189,,15,Siang
2011-12-09,fall,2011,Dec,250,,16,Sore
2011-12-09,fall,2011,Dec,362,,17,Sore
2011-12-09,fall,2011,Dec,318,,18,Sore
2011-12-09,fall,2011,Dec,199,,19,Sore
2011-12-09,fall,2011,Dec,150,,20,Malam
2011-12-09,fall,2011,Dec,140,,21,Malam
2011-12-09,fall,2011,Dec,129,,22,Malam
2011-12-09,fall,2011,Dec,94,,23,Malam
2011-12-10,fall,2011,Dec,77,,0,Malam
2011-12-10,fall,2011,Dec,66,,1,Malam
2011-12-10,fall,2011,Dec,60,,2,Malam
2011-12-10,fall,2011,Dec,25,,3,Malam
2011-12-10,fall,2011,Dec,3,,4,Pagi
2011-12-10,fall,2011,Dec,6,,5,Pagi
2011-12-10,fall,2011,Dec,11,,6,Pagi
2011-12-10,fall,2011,Dec,11,,7,Pagi
2011-12-10,fall,2011,Dec,73,,8,Pagi
2011-12-10,fall,2011,Dec,149,,9,Pagi
2011-12-10,fall,2011,Dec,192,,10,Pagi
2011-12-10,fall,2011,Dec,236,,11,Siang
2011-12-10,fall,2011,Dec,283,,12,Siang
2011-12-10,fall,2011,Dec,286,,13,Siang
2011-12-10,fall,2011,Dec,293,,14,Siang
2011-12-10,fall,2011,Dec,299,,15,Siang
2011-12-10,fall,2011,Dec,241,,16,Sore
2011-12-10,fall,2011,Dec,185,,17,Sore
2011-12-10,fall,2011,Dec,172,,18,Sore
2011-12-10,fall,2011,Dec,154,,19,Sore
2011-12-10,fall,2011,Dec,124,,20,Malam
2011-12-10,fall,2011,Dec,83,,21,Malam
2011-12-10,fall,2011,Dec,95,,22,Malam
2011-12-10,fall,2011,Dec,66,,23,Malam
2011-12-11,fall,2011,Dec,74,,0,Malam
2011-12-11,fall,2011,Dec,62,,1,Malam
2011-12-11,fall,2011,Dec,52,,2,Malam
2011-12-11,fall,2011,Dec,19,,3,Malam
2011-12-11,fall,2011,Dec,5,,4,Pagi
2011-12-11,fall,2011,Dec,6,,5,Pagi
2011-12-11,fall,2011,Dec,10,,6,Pagi
2011-12-11,fall,2011,Dec,31,,7,Pagi
2011-12-11,fall,2011,Dec,72,,8,Pagi
2011-12-11,fall,2011,Dec,107,,9,Pagi
2011-12-11,fall,2011,Dec,194,,10,Pagi
2011-12-11,fall,2011,Dec,197,,11,Siang
2011-12-11,fall,2011,Dec,288,,12,Siang
2011-12-11,fall,2011,Dec,268,,13,Siang
2011-12-11,fall,2011,Dec,242,,14,Siang
2011-12-11,fall,2011,Dec,266,,15,Siang
2011-12-11,fall,2011,Dec,206,,16,Sore
2011-12-11,fall,2011,Dec,163,,17,Sore
2011-12-11,fall,2011,Dec,163,,18,Sore
2011-12-11,fall,2011,Dec,105,,19,Sore
2011-12-11,fall,2011,Dec,72,,20,Malam
2011-12-11,fall,2011,Dec,63,,21,Malam
2011-12-11,fall,2011,Dec,43,,22,Malam
2011-12-11,fall,2011,Dec,35,,23,Malam
2011-12-12,fall,2011,Dec,20,,0,Malam
2011-12-12,fall,2011,Dec,9,,1,Malam
2011-12-12,fall,2011,Dec,4,,2,Malam
2011-12-12,fall,2011,Dec,2,,3,Malam
2011-12-12,fall,2011,Dec,3,,4,Pagi
2011-12-12,fall,2011,Dec,21,,5,Pagi
2011-12-12,fall,2011,Dec,64,,6,Pagi
2011-12-12,fall,2011,Dec,235,,7,Pagi
2011-12-12,fall,2011,Dec,385,,8,Pagi
2011-12-12,fall,2011,Dec,220,,9,Pagi
2011-12-12,fall,2011,Dec,105,,10,Pagi
2011-12-12,fall,2011,Dec,115,,11,Siang
2011-12-12,fall,2011,Dec,145,,12,Siang
2011-12-12,fall,2011,Dec,166,,13,Siang
2011-12-12,fall,2011,Dec,111,,14,Siang
2011-12-12,fall,2011,Dec,132,,15,Siang
2011-12-12,fall,2011,Dec,214,,16,Sore
2011-12-12,fall,2011,Dec,359,,17,Sore
2011-12-12,fall,2011,Dec,357,,18,Sore
2011-12-12,fall,2011,Dec,241,,19,Sore
2011-12-12,fall,2011,Dec,165,,20,Malam
2011-12-12,fall,2011,Dec,121,,21,Malam
2011-12-12,fall,2011,Dec,71,,22,Malam
2011-12-12,fall,2011,Dec,45,,23,Malam
2011-12-13,fall,2011,Dec,17,,0,Malam
2011-12-13,fall,2011,Dec,4,,1,Malam
2011-12-13,fall,2011,Dec,2,,2,Malam
2011-12-13,fall,2011,Dec,3,,3,Malam
2011-12-13,fall,2011,Dec,4,,4,Pagi
2011-12-13,fall,2011,Dec,20,,5,Pagi
2011-12-13,fall,2011,Dec,92,,6,Pagi
2011-12-13,fall,2011,Dec,223,,7,Pagi
2011-12-13,fall,2011,Dec,400,,8,Pagi
2011-12-13,fall,2011,Dec,233,,9,Pagi
2011-12-13,fall,2011,Dec,102,,10,Pagi
2011-12-13,fall,2011,Dec,124,,11,Siang
2011-12-13,fall,2011,Dec,167,,12,Siang
2011-12-13,fall,2011,Dec,127,,13,Siang
2011-12-13,fall,2011,Dec,134,,14,Siang
2011-12-13,fall,2011,Dec,151,,15,Siang
2011-12-13,fall,2011,Dec,207,,16,Sore
2011-12-13,fall,2011,Dec,398,,17,Sore
2011-12-13,fall,2011,Dec,382,,18,Sore
2011-12-13,fall,2011,Dec,267,,19,Sore
2011-12-13,fall,2011,Dec,161,,20,Malam
2011-12-13,fall,2011,Dec,139,,21,Malam
2011-12-13,fall,2011,Dec,107,,22,Malam
2011-12-13,fall,2011,Dec,59,,23,Malam
2011-12-14,fall,2011,Dec,22,,0,Malam
2011-12-14,fall,2011,Dec,8,,1,Malam
2011-12-14,fall,2011,Dec,2,,2,Malam
2011-12-14,fall,2011,Dec,3,,3,Malam
2011-12-14,fall,2011,Dec,4,,4,Pagi
2011-12-14,fall,2011,Dec,26,,5,Pagi
2011-12-14,fall,2011,Dec,87,,6,Pagi
2011-12-14,fall,2011,Dec,247,,7,Pagi
2011-12-14,fall,2011,Dec,467,,8,Pagi
2011-12-14,fall,2011,Dec,239,,9,Pagi
2011-12-14,fall,2011,Dec,142,,10,Pagi
2011-12-14,fall,2011,Dec,115,,11,Siang
2011-12-14,fall,2011,Dec,144,,12,Siang
2011-12-14,fall,2011,Dec,133,,13,Siang
2011-12-14,fall,2011,Dec,151,,14,Siang
2011-12-14,fall,2011,Dec,167,,15,Siang
2011-12-14,fall,2011,Dec,245,,16,Sore
2011-12-14,fall,2011,Dec,396,,17,Sore
2011-12-14,fall,2011,Dec,390,,18,Sore
2011-12-14,fall,2011,Dec,268,,19,Sore
2011-12-14,fall,2011,Dec,175,,20,Malam
2011-12-14,fall,2011,Dec,154,,21,Malam
2011-12-14,fall,2011,Dec,104,,22,Malam
2011-12-14,fall,2011,Dec,51,,23,Malam
2011-12-15,fall,2011,Dec,50,,0,Malam
2011-12-15,fall,2011,Dec,20,,1,Malam
2011-12-15,fall,2011,Dec,7,,2,Malam
2011-12-15,fall,2011,Dec,3,,3,Malam
2011-12-15,fall,2011,Dec,6,,4,Pagi
2011-12-15,fall,2011,Dec,24,,5,Pagi
2011-12-15,fall,2011,Dec,92,,6,Pagi
2011-12-15,fall,2011,Dec,258,,7,Pagi
2011-12-15,fall,2011,Dec,457,,8,Pagi
2011-12-15,fall,2011,Dec,280,,9,Pagi
2011-12-15,fall,2011,Dec,109,,10,Pagi
2011-12-15,fall,2011,Dec,135,,11,Siang
2011-12-15,fall,2011,Dec,157,,12,Siang
2011-12-15,fall,2011,Dec,164,,13,Siang
2011-12-15,fall,2011,Dec,132,,14,Siang
2011-12-15,fall,2011,Dec,82,,15,Siang
2011-12-15,fall,2011,Dec,131,,16,Sore
2011-12-15,fall,2011,Dec,324,,17,Sore
2011-12-15,fall,2011,Dec,377,,18,Sore
2011-12-15,fall,2011,Dec,287,,19,Sore
2011-12-15,fall,2011,Dec,221,,20,Malam
2011-12-15,fall,2011,Dec,155,,21,Malam
2011-12-15,fall,2011,Dec,124,,22,Malam
2011-12-15,fall,2011,Dec,114,,23,Malam
2011-12-16,fall,2011,Dec,72,,0,Malam
2011-12-16,fall,2011,Dec,31,,1,Malam
2011-12-16,fall,2011,Dec,23,,2,Malam
2011-12-16,fall,2011,Dec,5,,3,Malam
2011-12-16,fall,2011,Dec,5,,4,Pagi
2011-12-16,fall,2011,Dec,26,,5,Pagi
2011-12-16,fall,2011,Dec,82,,6,Pagi
2011-12-16,fall,2011,Dec,231,,7,Pagi
2011-12-16,fall,2011,Dec,459,,8,Pagi
2011-12-16,fall,2011,Dec,243,,9,Pagi
2011-12-16,fall,2011,Dec,132,,10,Pagi
2011-12-16,fall,2011,Dec,144,,11,Siang
2011-12-16,fall,2011,Dec,173,,12,Siang
2011-12-16,fall,2011,Dec,137,,13,Siang
2011-12-16,fall,2011,Dec,128,,14,Siang
2011-12-16,fall,2011,Dec,153,,15,Siang
2011-12-16,fall,2011,Dec,224,,16,Sore
2011-12-16,fall,2011,Dec,365,,17,Sore
2011-12-16,fall,2011,Dec,295,,18,Sore
2011-12-16,fall,2011,Dec,214,,19,Sore
2011-12-16,fall,2011,Dec,152,,20,Malam
2011-12-16,fall,2011,Dec,102,,21,Malam
2011-12-16,fall,2011,Dec,106,,22,Malam
2011-12-16,fall,2011,Dec,75,,23,Malam
2011-12-17,fall,2011,Dec,62,,0,Malam
2011-12-17,fall,2011,Dec,43,,1,Malam
2011-12-17,fall,2011,Dec,58,,2,Malam
2011-12-17,fall,2011,Dec,26,,3,Malam
2011-12-17,fall,2011,Dec,9,,4,Pagi
2011-12-17,fall,2011,Dec,9,,5,Pagi
2011-12-17,fall,2011,Dec,17,,6,Pagi
2011-12-17,fall,2011,Dec,20,,7,Pagi
2011-12-17,fall,2011,Dec,59,,8,Pagi
2011-12-17,fall,2011,Dec,100,,9,Pagi
2011-12-17,fall,2011,Dec,181,,10,Pagi
2011-12-17,fall,2011,Dec,209,,11,Siang
2011-12-17,fall,2011,Dec,244,,12,Siang
2011-12-17,fall,2011,Dec,236,,13,Siang
2011-12-17,fall,2011,Dec,237,,14,Siang
2011-12-17,fall,2011,Dec,228,,15,Siang
2011-12-17,fall,2011,Dec,222,,16,Sore
2011-12-17,fall,2011,Dec,165,,17,Sore
2011-12-17,fall,2011,Dec,157,,18,Sore
2011-12-17,fall,2011,Dec,106,,19,Sore
2011-12-17,fall,2011,Dec,106,,20,Malam
2011-12-17,fall,2011,Dec,96,,21,Malam
2011-12-17,fall,2011,Dec,80,,22,Malam
2011-12-17,fall,2011,Dec,69,,23,Malam
2011-12-18,fall,2011,Dec,71,,0,Malam
2011-12-18,fall,2011,Dec,46,,1,Malam
2011-12-18,fall,2011,Dec,41,,2,Malam
2011-12-18,fall,2011,Dec,18,,3,Malam
2011-12-18,fall,2011,Dec,1,,4,Pagi
2011-12-18,fall,2011,Dec,5,,5,Pagi
2011-12-18,fall,2011,Dec,3,,6,Pagi
2011-12-18,fall,2011,Dec,12,,7,Pagi
2011-12-18,fall,2011,Dec,32,,8,Pagi
2011-12-18,fall,2011,Dec,81,,9,Pagi
2011-12-18,fall,2011,Dec,129,,10,Pagi
2011-12-18,fall,2011,Dec,188,,11,Siang
2011-12-18,fall,2011,Dec,228,,12,Siang
2011-12-18,fall,2011,Dec,228,,13,Siang
2011-12-18,fall,2011,Dec,219,,14,Siang
2011-12-18,fall,2011,Dec,207,,15,Siang
2011-12-18,fall,2011,Dec,234,,16,Sore
2011-12-18,fall,2011,Dec,136,,17,Sore
2011-12-18,fall,2011,Dec,138,,18,Sore
2011-12-18,fall,2011,Dec,135,,19,Sore
2011-12-18,fall,2011,Dec,104,,20,Malam
2011-12-18,fall,2011,Dec,89,,21,Malam
2011-12-18,fall,2011,Dec,49,,22,Malam
2011-12-18,fall,2011,Dec,37,,23,Malam
2011-12-19,fall,2011,Dec,17,,0,Malam
2011-12-19,fall,2011,Dec,11,,1,Malam
2011-12-19,fall,2011,Dec,3,,2,Malam
2011-12-19,fall,2011,Dec,3,,3,Malam
2011-12-19,fall,2011,Dec,4,,4,Pagi
2011-12-19,fall,2011,Dec,21,,5,Pagi
2011-12-19,fall,2011,Dec,68,,6,Pagi
2011-12-19,fall,2011,Dec,191,,7,Pagi
2011-12-19,fall,2011,Dec,397,,8,Pagi
2011-12-19,fall,2011,Dec,183,,9,Pagi
2011-12-19,fall,2011,Dec,108,,10,Pagi
2011-12-19,fall,2011,Dec,127,,11,Siang
2011-12-19,fall,2011,Dec,141,,12,Siang
2011-12-19,fall,2011,Dec,142,,13,Siang
2011-12-19,fall,2011,Dec,137,,14,Siang
2011-12-19,fall,2011,Dec,159,,15,Siang
2011-12-19,fall,2011,Dec,208,,16,Sore
2011-12-19,fall,2011,Dec,378,,17,Sore
2011-12-19,fall,2011,Dec,354,,18,Sore
2011-12-19,fall,2011,Dec,251,,19,Sore
2011-12-19,fall,2011,Dec,206,,20,Malam
2011-12-19,fall,2011,Dec,127,,21,Malam
2011-12-19,fall,2011,Dec,107,,22,Malam
2011-12-19,fall,2011,Dec,60,,23,Malam
2011-12-20,fall,2011,Dec,21,,0,Malam
2011-12-20,fall,2011,Dec,6,,1,Malam
2011-12-20,fall,2011,Dec,11,,2,Malam
2011-12-20,fall,2011,Dec,2,,3,Malam
2011-12-20,fall,2011,Dec,4,,4,Pagi
2011-12-20,fall,2011,Dec,15,,5,Pagi
2011-12-20,fall,2011,Dec,72,,6,Pagi
2011-12-20,fall,2011,Dec,268,,7,Pagi
2011-12-20,fall,2011,Dec,432,,8,Pagi
2011-12-20,fall,2011,Dec,259,,9,Pagi
2011-12-20,fall,2011,Dec,129,,10,Pagi
2011-12-20,fall,2011,Dec,129,,11,Siang
2011-12-20,fall,2011,Dec,175,,12,Siang
2011-12-20,fall,2011,Dec,181,,13,Siang
2011-12-20,fall,2011,Dec,138,,14,Siang
2011-12-20,fall,2011,Dec,154,,15,Siang
2011-12-20,fall,2011,Dec,238,,16,Sore
2011-12-20,fall,2011,Dec,431,,17,Sore
2011-12-20,fall,2011,Dec,411,,18,Sore
2011-12-20,fall,2011,Dec,224,,19,Sore
2011-12-20,fall,2011,Dec,147,,20,Malam
2011-12-20,fall,2011,Dec,143,,21,Malam
2011-12-20,fall,2011,Dec,107,,22,Malam
2011-12-20,fall,2011,Dec,53,,23,Malam
2011-12-21,spring,2011,Dec,25,,0,Malam
2011-12-21,spring,2011,Dec,11,,1,Malam
2011-12-21,spring,2011,Dec,4,,2,Malam
2011-12-21,spring,2011,Dec,2,,3,Malam
2011-12-21,spring,2011,Dec,2,,4,Pagi
2011-12-21,spring,2011,Dec,28,,5,Pagi
2011-12-21,spring,2011,Dec,76,,6,Pagi
2011-12-21,spring,2011,Dec,229,,7,Pagi
2011-12-21,spring,2011,Dec,405,,8,Pagi
2011-12-21,spring,2011,Dec,234,,9,Pagi
2011-12-21,spring,2011,Dec,89,,10,Pagi
2011-12-21,spring,2011,Dec,56,,11,Siang
2011-12-21,spring,2011,Dec,61,,12,Siang
2011-12-21,spring,2011,Dec,58,,13,Siang
2011-12-21,spring,2011,Dec,51,,14,Siang
2011-12-21,spring,2011,Dec,61,,15,Siang
2011-12-21,spring,2011,Dec,101,,16,Sore
2011-12-21,spring,2011,Dec,229,,17,Sore
2011-12-21,spring,2011,Dec,280,,18,Sore
2011-12-21,spring,2011,Dec,209,,19,Sore
2011-12-21,spring,2011,Dec,167,,20,Malam
2011-12-21,spring,2011,Dec,123,,21,Malam
2011-12-21,spring,2011,Dec,105,,22,Malam
2011-12-21,spring,2011,Dec,54,,23,Malam
2011-12-22,spring,2011,Dec,27,,0,Malam
2011-12-22,spring,2011,Dec,15,,1,Malam
2011-12-22,spring,2011,Dec,11,,2,Malam
2011-12-22,spring,2011,Dec,6,,3,Malam
2011-12-22,spring,2011,Dec,3,,4,Pagi
2011-12-22,spring,2011,Dec,16,,5,Pagi
2011-12-22,spring,2011,Dec,64,,6,Pagi
2011-12-22,spring,2011,Dec,186,,7,Pagi
2011-12-22,spring,2011,Dec,343,,8,Pagi
2011-12-22,spring,2011,Dec,228,,9,Pagi
2011-12-22,spring,2011,Dec,141,,10,Pagi
2011-12-22,spring,2011,Dec,145,,11,Siang
2011-12-22,spring,2011,Dec,202,,12,Siang
2011-12-22,spring,2011,Dec,188,,13,Siang
2011-12-22,spring,2011,Dec,159,,14,Siang
2011-12-22,spring,2011,Dec,214,,15,Siang
2011-12-22,spring,2011,Dec,256,,16,Sore
2011-12-22,spring,2011,Dec,356,,17,Sore
2011-12-22,spring,2011,Dec,288,,18,Sore
2011-12-22,spring,2011,Dec,142,,19,Sore
2011-12-22,spring,2011,Dec,33,,20,Malam
2011-12-22,spring,2011,Dec,17,,21,Malam
2011-12-22,spring,2011,Dec,17,,22,Malam
2011-12-22,spring,2011,Dec,11,,23,Malam
2011-12-23,spring,2011,Dec,9,,0,Malam
2011-12-23,spring,2011,Dec,12,,1,Malam
2011-12-23,spring,2011,Dec,13,,2,Malam
2011-12-23,spring,2011,Dec,4,,3,Malam
2011-12-23,spring,2011,Dec,2,,4,Pagi
2011-12-23,spring,2011,Dec,8,,5,Pagi
2011-12-23,spring,2011,Dec,40,,6,Pagi
2011-12-23,spring,2011,Dec,92,,7,Pagi
2011-12-23,spring,2011,Dec,182,,8,Pagi
2011-12-23,spring,2011,Dec,156,,9,Pagi
2011-12-23,spring,2011,Dec,104,,10,Pagi
2011-12-23,spring,2011,Dec,174,,11,Siang
2011-12-23,spring,2011,Dec,170,,12,Siang
2011-12-23,spring,2011,Dec,194,,13,Siang
2011-12-23,spring,2011,Dec,200,,14,Siang
2011-12-23,spring,2011,Dec,203,,15,Siang
2011-12-23,spring,2011,Dec,181,,16,Sore
2011-12-23,spring,2011,Dec,140,,17,Sore
2011-12-23,spring,2011,Dec,95,,18,Sore
2011-12-23,spring,2011,Dec,76,,19,Sore
2011-12-23,spring,2011,Dec,50,,20,Malam
2011-12-23,spring,2011,Dec,32,,21,Malam
2011-12-23,spring,2011,Dec,47,,22,Malam
2011-12-23,spring,2011,Dec,25,,23,Malam
2011-12-24,spring,2011,Dec,23,,0,Malam
2011-12-24,spring,2011,Dec,16,,1,Malam
2011-12-24,spring,2011,Dec,26,,2,Malam
2011-12-24,spring,2011,Dec,5,,3,Malam
2011-12-24,spring,2011,Dec,3,,4,Pagi
2011-12-24,spring,2011,Dec,4,,5,Pagi
2011-12-24,spring,2011,Dec,10,,6,Pagi
2011-12-24,spring,2011,Dec,10,,7,Pagi
2011-12-24,spring,2011,Dec,27,,8,Pagi
2011-12-24,spring,2011,Dec,56,,9,Pagi
2011-12-24,spring,2011,Dec,56,,10,Pagi
2011-12-24,spring,2011,Dec,71,,11,Siang
2011-12-24,spring,2011,Dec,94,,12,Siang
2011-12-24,spring,2011,Dec,121,,13,Siang
2011-12-24,spring,2011,Dec,85,,14,Siang
2011-12-24,spring,2011,Dec,97,,15,Siang
2011-12-24,spring,2011,Dec,99,,16,Sore
2011-12-24,spring,2011,Dec,68,,17,Sore
2011-12-24,spring,2011,Dec,35,,18,Sore
2011-12-24,spring,2011,Dec,25,,19,Sore
2011-12-24,spring,2011,Dec,24,,20,Malam
2011-12-24,spring,2011,Dec,19,,21,Malam
2011-12-24,spring,2011,Dec,20,,22,Malam
2011-12-24,spring,2011,Dec,17,,23,Malam
2011-12-25,spring,2011,Dec,6,,0,Malam
2011-12-25,spring,2011,Dec,4,,1,Malam
2011-12-25,spring,2011,Dec,2,,2,Malam
2011-12-25,spring,2011,Dec,4,,3,Malam
2011-12-25,spring,2011,Dec,1,,5,Pagi
2011-12-25,spring,2011,Dec,1,,6,Pagi
2011-12-25,spring,2011,Dec,4,,7,Pagi
