dateday,season,year,month,hour,count,time_category
2012-02-19,spring,2012,Feb,9,93,Pagi
2012-02-19,spring,2012,Feb,10,191,Pagi
2012-02-19,spring,2012,Feb,11,226,Siang
2012-02-19,spring,2012,Feb,12,255,Siang
2012-02-19,spring,2012,Feb,13,261,Siang
2012-02-19,spring,2012,Feb,14,237,Siang
2012-02-19,spring,2012,Feb,15,253,Siang
2012-02-19,spring,2012,Feb,16,212,Sore
2012-02-19,spring,2012,Feb,17,157,Sore
2012-02-19,spring,2012,Feb,18,167,Sore
2012-02-19,spring,2012,Feb,19,119,Sore
2012-02-19,spring,2012,Feb,20,103,Malam
2012-02-19,spring,2012,Feb,21,36,Malam
2012-02-19,spring,2012,Feb,22,55,Malam
2012-02-19,spring,2012,Feb,23,35,Malam
2012-02-20,spring,2012,Feb,0,41,Malam
2012-02-20,spring,2012,Feb,1,15,Malam
2012-02-20,spring,2012,Feb,2,20,Malam
2012-02-20,spring,2012,Feb,3,8,Malam
2012-02-20,spring,2012,Feb,5,6,Pagi
2012-02-20,spring,2012,Feb,6,10,Pagi
2012-02-20,spring,2012,Feb,7,44,Pagi
2012-02-20,spring,2012,Feb,8,120,Pagi
2012-02-20,spring,2012,Feb,9,110,Pagi
2012-02-20,spring,2012,Feb,10,143,Pagi
2012-02-20,spring,2012,Feb,11,208,Siang
2012-02-20,spring,2012,Feb,12,281,Siang
2012-02-20,spring,2012,Feb,13,312,Siang
2012-02-20,spring,2012,Feb,14,263,Siang
2012-02-20,spring,2012,Feb,15,289,Siang
2012-02-20,spring,2012,Feb,16,280,Sore
2012-02-20,spring,2012,Feb,17,253,Sore
2012-02-20,spring,2012,Feb,18,242,Sore
2012-02-20,spring,2012,Feb,19,172,Sore
2012-02-20,spring,2012,Feb,20,126,Malam
2012-02-20,spring,2012,Feb,21,98,Malam
2012-02-20,spring,2012,Feb,22,62,Malam
2012-02-20,spring,2012,Feb,23,26,Malam
2012-02-21,spring,2012,Feb,0,12,Malam
2012-02-21,spring,2012,Feb,1,7,Malam
2012-02-21,spring,2012,Feb,2,3,Malam
2012-02-21,spring,2012,Feb,4,2,Pagi
2012-02-21,spring,2012,Feb,5,15,Pagi
2012-02-21,spring,2012,Feb,6,86,Pagi
2012-02-21,spring,2012,Feb,7,279,Pagi
2012-02-21,spring,2012,Feb,8,464,Pagi
2012-02-21,spring,2012,Feb,9,217,Pagi
2012-02-21,spring,2012,Feb,10,85,Pagi
2012-02-21,spring,2012,Feb,11,86,Siang
2012-02-21,spring,2012,Feb,12,163,Siang
2012-02-21,spring,2012,Feb,13,131,Siang
2012-02-21,spring,2012,Feb,14,124,Siang
2012-02-21,spring,2012,Feb,15,160,Siang
2012-02-21,spring,2012,Feb,16,254,Sore
2012-02-21,spring,2012,Feb,17,432,Sore
2012-02-21,spring,2012,Feb,18,425,Sore
2012-02-21,spring,2012,Feb,19,304,Sore
2012-02-21,spring,2012,Feb,20,227,Malam
2012-02-21,spring,2012,Feb,21,154,Malam
2012-02-21,spring,2012,Feb,22,100,Malam
2012-02-21,spring,2012,Feb,23,47,Malam
2012-02-22,spring,2012,Feb,0,24,Malam
2012-02-22,spring,2012,Feb,1,7,Malam
2012-02-22,spring,2012,Feb,2,6,Malam
2012-02-22,spring,2012,Feb,3,4,Malam
2012-02-22,spring,2012,Feb,4,2,Pagi
2012-02-22,spring,2012,Feb,5,30,Pagi
2012-02-22,spring,2012,Feb,6,90,Pagi
2012-02-22,spring,2012,Feb,7,302,Pagi
2012-02-22,spring,2012,Feb,8,576,Pagi
2012-02-22,spring,2012,Feb,9,252,Pagi
2012-02-22,spring,2012,Feb,10,139,Pagi
2012-02-22,spring,2012,Feb,11,171,Siang
2012-02-22,spring,2012,Feb,12,207,Siang
2012-02-22,spring,2012,Feb,13,190,Siang
2012-02-22,spring,2012,Feb,14,177,Siang
2012-02-22,spring,2012,Feb,15,195,Siang
2012-02-22,spring,2012,Feb,16,298,Sore
2012-02-22,spring,2012,Feb,17,529,Sore
2012-02-22,spring,2012,Feb,18,525,Sore
2012-02-22,spring,2012,Feb,19,327,Sore
2012-02-22,spring,2012,Feb,20,274,Malam
2012-02-22,spring,2012,Feb,21,239,Malam
2012-02-22,spring,2012,Feb,22,147,Malam
2012-02-22,spring,2012,Feb,23,62,Malam
2012-02-23,spring,2012,Feb,0,42,Malam
2012-02-23,spring,2012,Feb,1,15,Malam
2012-02-23,spring,2012,Feb,2,9,Malam
2012-02-23,spring,2012,Feb,3,6,Malam
2012-02-23,spring,2012,Feb,4,1,Pagi
2012-02-23,spring,2012,Feb,5,32,Pagi
2012-02-23,spring,2012,Feb,6,91,Pagi
2012-02-23,spring,2012,Feb,7,326,Pagi
2012-02-23,spring,2012,Feb,8,560,Pagi
2012-02-23,spring,2012,Feb,9,242,Pagi
2012-02-23,spring,2012,Feb,10,148,Pagi
2012-02-23,spring,2012,Feb,11,182,Siang
2012-02-23,spring,2012,Feb,12,224,Siang
2012-02-23,spring,2012,Feb,13,218,Siang
2012-02-23,spring,2012,Feb,14,192,Siang
2012-02-23,spring,2012,Feb,15,217,Siang
2012-02-23,spring,2012,Feb,16,343,Sore
2012-02-23,spring,2012,Feb,17,610,Sore
2012-02-23,spring,2012,Feb,18,522,Sore
2012-02-23,spring,2012,Feb,19,369,Sore
2012-02-23,spring,2012,Feb,20,269,Malam
2012-02-23,spring,2012,Feb,21,222,Malam
2012-02-23,spring,2012,Feb,22,137,Malam
2012-02-23,spring,2012,Feb,23,85,Malam
2012-02-24,spring,2012,Feb,0,46,Malam
2012-02-24,spring,2012,Feb,1,18,Malam
2012-02-24,spring,2012,Feb,2,5,Malam
2012-02-24,spring,2012,Feb,3,5,Malam
2012-02-24,spring,2012,Feb,4,2,Pagi
2012-02-24,spring,2012,Feb,5,26,Pagi
2012-02-24,spring,2012,Feb,6,82,Pagi
2012-02-24,spring,2012,Feb,7,272,Pagi
2012-02-24,spring,2012,Feb,8,469,Pagi
2012-02-24,spring,2012,Feb,9,244,Pagi
2012-02-24,spring,2012,Feb,10,141,Pagi
2012-02-24,spring,2012,Feb,11,163,Siang
2012-02-24,spring,2012,Feb,12,228,Siang
2012-02-24,spring,2012,Feb,13,183,Siang
2012-02-24,spring,2012,Feb,14,31,Siang
2012-02-24,spring,2012,Feb,15,94,Siang
2012-02-24,spring,2012,Feb,16,178,Sore
2012-02-24,spring,2012,Feb,17,256,Sore
2012-02-24,spring,2012,Feb,18,300,Sore
2012-02-24,spring,2012,Feb,19,233,Sore
2012-02-24,spring,2012,Feb,20,167,Malam
2012-02-24,spring,2012,Feb,21,152,Malam
2012-02-24,spring,2012,Feb,22,106,Malam
2012-02-24,spring,2012,Feb,23,86,Malam
2012-02-25,spring,2012,Feb,0,61,Malam
2012-02-25,spring,2012,Feb,1,46,Malam
2012-02-25,spring,2012,Feb,2,38,Malam
2012-02-25,spring,2012,Feb,3,7,Malam
2012-02-25,spring,2012,Feb,4,2,Pagi
2012-02-25,spring,2012,Feb,5,3,Pagi
2012-02-25,spring,2012,Feb,6,13,Pagi
2012-02-25,spring,2012,Feb,7,23,Pagi
2012-02-25,spring,2012,Feb,8,93,Pagi
2012-02-25,spring,2012,Feb,9,122,Pagi
2012-02-25,spring,2012,Feb,10,183,Pagi
2012-02-25,spring,2012,Feb,11,210,Siang
2012-02-25,spring,2012,Feb,12,258,Siang
2012-02-25,spring,2012,Feb,13,226,Siang
2012-02-25,spring,2012,Feb,14,216,Siang
2012-02-25,spring,2012,Feb,15,232,Siang
2012-02-25,spring,2012,Feb,16,195,Sore
2012-02-25,spring,2012,Feb,17,159,Sore
2012-02-25,spring,2012,Feb,18,133,Sore
2012-02-25,spring,2012,Feb,19,149,Sore
2012-02-25,spring,2012,Feb,20,105,Malam
2012-02-25,spring,2012,Feb,21,85,Malam
2012-02-25,spring,2012,Feb,22,82,Malam
2012-02-25,spring,2012,Feb,23,91,Malam
2012-02-26,spring,2012,Feb,0,70,Malam
2012-02-26,spring,2012,Feb,1,55,Malam
2012-02-26,spring,2012,Feb,2,42,Malam
2012-02-26,spring,2012,Feb,3,21,Malam
2012-02-26,spring,2012,Feb,4,6,Pagi
2012-02-26,spring,2012,Feb,5,5,Pagi
2012-02-26,spring,2012,Feb,6,2,Pagi
2012-02-26,spring,2012,Feb,7,22,Pagi
2012-02-26,spring,2012,Feb,8,59,Pagi
2012-02-26,spring,2012,Feb,9,87,Pagi
2012-02-26,spring,2012,Feb,10,188,Pagi
2012-02-26,spring,2012,Feb,11,227,Siang
2012-02-26,spring,2012,Feb,12,305,Siang
2012-02-26,spring,2012,Feb,13,325,Siang
2012-02-26,spring,2012,Feb,14,331,Siang
2012-02-26,spring,2012,Feb,15,353,Siang
2012-02-26,spring,2012,Feb,16,339,Sore
2012-02-26,spring,2012,Feb,17,287,Sore
2012-02-26,spring,2012,Feb,18,216,Sore
2012-02-26,spring,2012,Feb,19,143,Sore
2012-02-26,spring,2012,Feb,20,88,Malam
2012-02-26,spring,2012,Feb,21,83,Malam
2012-02-26,spring,2012,Feb,22,71,Malam
2012-02-26,spring,2012,Feb,23,64,Malam
2012-02-27,spring,2012,Feb,0,29,Malam
2012-02-27,spring,2012,Feb,1,6,Malam
2012-02-27,spring,2012,Feb,2,4,Malam
2012-02-27,spring,2012,Feb,3,2,Malam
2012-02-27,spring,2012,Feb,4,1,Pagi
2012-02-27,spring,2012,Feb,5,16,Pagi
2012-02-27,spring,2012,Feb,6,90,Pagi
2012-02-27,spring,2012,Feb,7,280,Pagi
2012-02-27,spring,2012,Feb,8,528,Pagi
2012-02-27,spring,2012,Feb,9,230,Pagi
2012-02-27,spring,2012,Feb,10,104,Pagi
2012-02-27,spring,2012,Feb,11,103,Siang
2012-02-27,spring,2012,Feb,12,177,Siang
2012-02-27,spring,2012,Feb,13,182,Siang
2012-02-27,spring,2012,Feb,14,158,Siang
2012-02-27,spring,2012,Feb,15,174,Siang
2012-02-27,spring,2012,Feb,16,286,Sore
2012-02-27,spring,2012,Feb,17,529,Sore
2012-02-27,spring,2012,Feb,18,527,Sore
2012-02-27,spring,2012,Feb,19,334,Sore
2012-02-27,spring,2012,Feb,20,219,Malam
2012-02-27,spring,2012,Feb,21,195,Malam
2012-02-27,spring,2012,Feb,22,92,Malam
2012-02-27,spring,2012,Feb,23,56,Malam
2012-02-28,spring,2012,Feb,0,10,Malam
2012-02-28,spring,2012,Feb,1,6,Malam
2012-02-28,spring,2012,Feb,2,3,Malam
2012-02-28,spring,2012,Feb,3,6,Malam
2012-02-28,spring,2012,Feb,4,2,Pagi
2012-02-28,spring,2012,Feb,5,21,Pagi
2012-02-28,spring,2012,Feb,6,101,Pagi
2012-02-28,spring,2012,Feb,7,325,Pagi
2012-02-28,spring,2012,Feb,8,559,Pagi
2012-02-28,spring,2012,Feb,9,232,Pagi
2012-02-28,spring,2012,Feb,10,132,Pagi
2012-02-28,spring,2012,Feb,11,163,Siang
2012-02-28,spring,2012,Feb,12,183,Siang
2012-02-28,spring,2012,Feb,13,190,Siang
2012-02-28,spring,2012,Feb,14,134,Siang
2012-02-28,spring,2012,Feb,15,166,Siang
2012-02-28,spring,2012,Feb,16,287,Sore
2012-02-28,spring,2012,Feb,17,530,Sore
2012-02-28,spring,2012,Feb,18,449,Sore
2012-02-28,spring,2012,Feb,19,306,Sore
2012-02-28,spring,2012,Feb,20,204,Malam
2012-02-28,spring,2012,Feb,21,188,Malam
2012-02-28,spring,2012,Feb,22,101,Malam
2012-02-28,spring,2012,Feb,23,65,Malam
2012-02-29,spring,2012,Feb,0,32,Malam
2012-02-29,spring,2012,Feb,1,6,Malam
2012-02-29,spring,2012,Feb,2,4,Malam
2012-02-29,spring,2012,Feb,3,2,Malam
2012-02-29,spring,2012,Feb,5,29,Pagi
2012-02-29,spring,2012,Feb,6,104,Pagi
2012-02-29,spring,2012,Feb,7,253,Pagi
2012-02-29,spring,2012,Feb,8,116,Pagi
2012-02-29,spring,2012,Feb,9,38,Pagi
2012-02-29,spring,2012,Feb,10,10,Pagi
2012-02-29,spring,2012,Feb,11,10,Siang
2012-02-29,spring,2012,Feb,12,70,Siang
2012-02-29,spring,2012,Feb,13,76,Siang
2012-02-29,spring,2012,Feb,14,56,Siang
2012-02-29,spring,2012,Feb,15,90,Siang
2012-02-29,spring,2012,Feb,16,167,Sore
2012-02-29,spring,2012,Feb,17,253,Sore
2012-02-29,spring,2012,Feb,18,192,Sore
2012-02-29,spring,2012,Feb,19,102,Sore
2012-02-29,spring,2012,Feb,20,97,Malam
2012-02-29,spring,2012,Feb,21,39,Malam
2012-02-29,spring,2012,Feb,22,55,Malam
2012-02-29,spring,2012,Feb,23,33,Malam
2012-03-01,spring,2012,Mar,0,11,Malam
2012-03-01,spring,2012,Mar,1,12,Malam
2012-03-01,spring,2012,Mar,2,6,Malam
2012-03-01,spring,2012,Mar,3,3,Malam
2012-03-01,spring,2012,Mar,4,5,Pagi
2012-03-01,spring,2012,Mar,5,18,Pagi
2012-03-01,spring,2012,Mar,6,109,Pagi
2012-03-01,spring,2012,Mar,7,304,Pagi
2012-03-01,spring,2012,Mar,8,594,Pagi
2012-03-01,spring,2012,Mar,9,286,Pagi
2012-03-01,spring,2012,Mar,10,133,Pagi
2012-03-01,spring,2012,Mar,11,168,Siang
2012-03-01,spring,2012,Mar,12,220,Siang
2012-03-01,spring,2012,Mar,13,211,Siang
2012-03-01,spring,2012,Mar,14,211,Siang
2012-03-01,spring,2012,Mar,15,223,Siang
2012-03-01,spring,2012,Mar,16,361,Sore
2012-03-01,spring,2012,Mar,17,600,Sore
2012-03-01,spring,2012,Mar,18,525,Sore
2012-03-01,spring,2012,Mar,19,328,Sore
2012-03-01,spring,2012,Mar,20,254,Malam
2012-03-01,spring,2012,Mar,21,197,Malam
2012-03-01,spring,2012,Mar,22,126,Malam
2012-03-01,spring,2012,Mar,23,85,Malam
2012-03-02,spring,2012,Mar,0,46,Malam
2012-03-02,spring,2012,Mar,1,20,Malam
2012-03-02,spring,2012,Mar,2,6,Malam
2012-03-02,spring,2012,Mar,3,3,Malam
2012-03-02,spring,2012,Mar,4,2,Pagi
2012-03-02,spring,2012,Mar,5,24,Pagi
2012-03-02,spring,2012,Mar,6,92,Pagi
2012-03-02,spring,2012,Mar,7,262,Pagi
2012-03-02,spring,2012,Mar,8,549,Pagi
2012-03-02,spring,2012,Mar,9,314,Pagi
2012-03-02,spring,2012,Mar,10,132,Pagi
2012-03-02,spring,2012,Mar,11,194,Siang
2012-03-02,spring,2012,Mar,12,234,Siang
2012-03-02,spring,2012,Mar,13,222,Siang
2012-03-02,spring,2012,Mar,14,205,Siang
2012-03-02,spring,2012,Mar,15,78,Siang
2012-03-02,spring,2012,Mar,16,50,Sore
2012-03-02,spring,2012,Mar,17,128,Sore
2012-03-02,spring,2012,Mar,18,160,Sore
2012-03-02,spring,2012,Mar,19,174,Sore
2012-03-02,spring,2012,Mar,20,100,Malam
2012-03-02,spring,2012,Mar,21,101,Malam
2012-03-02,spring,2012,Mar,22,75,Malam
2012-03-02,spring,2012,Mar,23,23,Malam
2012-03-03,spring,2012,Mar,0,22,Malam
2012-03-03,spring,2012,Mar,1,44,Malam
2012-03-03,spring,2012,Mar,2,38,Malam
2012-03-03,spring,2012,Mar,3,21,Malam
2012-03-03,spring,2012,Mar,4,2,Pagi
2012-03-03,spring,2012,Mar,5,2,Pagi
2012-03-03,spring,2012,Mar,6,7,Pagi
2012-03-03,spring,2012,Mar,7,16,Pagi
2012-03-03,spring,2012,Mar,8,48,Pagi
2012-03-03,spring,2012,Mar,9,94,Pagi
2012-03-03,spring,2012,Mar,10,168,Pagi
2012-03-03,spring,2012,Mar,11,214,Siang
2012-03-03,spring,2012,Mar,12,299,Siang
2012-03-03,spring,2012,Mar,13,339,Siang
2012-03-03,spring,2012,Mar,14,430,Siang
2012-03-03,spring,2012,Mar,15,399,Siang
2012-03-03,spring,2012,Mar,16,467,Sore
2012-03-03,spring,2012,Mar,17,385,Sore
2012-03-03,spring,2012,Mar,18,303,Sore
2012-03-03,spring,2012,Mar,19,225,Sore
2012-03-03,spring,2012,Mar,20,149,Malam
2012-03-03,spring,2012,Mar,21,154,Malam
2012-03-03,spring,2012,Mar,22,134,Malam
2012-03-03,spring,2012,Mar,23,106,Malam
2012-03-04,spring,2012,Mar,0,72,Malam
2012-03-04,spring,2012,Mar,1,76,Malam
2012-03-04,spring,2012,Mar,2,80,Malam
2012-03-04,spring,2012,Mar,3,26,Malam
2012-03-04,spring,2012,Mar,4,14,Pagi
2012-03-04,spring,2012,Mar,5,5,Pagi
2012-03-04,spring,2012,Mar,6,5,Pagi
2012-03-04,spring,2012,Mar,7,23,Pagi
2012-03-04,spring,2012,Mar,8,66,Pagi
2012-03-04,spring,2012,Mar,9,118,Pagi
2012-03-04,spring,2012,Mar,10,192,Pagi
2012-03-04,spring,2012,Mar,11,256,Siang
2012-03-04,spring,2012,Mar,12,327,Siang
2012-03-04,spring,2012,Mar,13,364,Siang
2012-03-04,spring,2012,Mar,14,332,Siang
2012-03-04,spring,2012,Mar,15,334,Siang
2012-03-04,spring,2012,Mar,16,299,Sore
2012-03-04,spring,2012,Mar,17,263,Sore
2012-03-04,spring,2012,Mar,18,184,Sore
2012-03-04,spring,2012,Mar,19,132,Sore
2012-03-04,spring,2012,Mar,20,88,Malam
2012-03-04,spring,2012,Mar,21,79,Malam
2012-03-04,spring,2012,Mar,22,62,Malam
2012-03-04,spring,2012,Mar,23,26,Malam
2012-03-05,spring,2012,Mar,0,17,Malam
2012-03-05,spring,2012,Mar,1,6,Malam
2012-03-05,spring,2012,Mar,2,4,Malam
2012-03-05,spring,2012,Mar,3,1,Malam
2012-03-05,spring,2012,Mar,4,1,Pagi
2012-03-05,spring,2012,Mar,5,18,Pagi
2012-03-05,spring,2012,Mar,6,91,Pagi
2012-03-05,spring,2012,Mar,7,260,Pagi
2012-03-05,spring,2012,Mar,8,428,Pagi
2012-03-05,spring,2012,Mar,9,197,Pagi
2012-03-05,spring,2012,Mar,10,86,Pagi
2012-03-05,spring,2012,Mar,11,103,Siang
2012-03-05,spring,2012,Mar,12,137,Siang
2012-03-05,spring,2012,Mar,13,120,Siang
2012-03-05,spring,2012,Mar,14,128,Siang
2012-03-05,spring,2012,Mar,15,130,Siang
2012-03-05,spring,2012,Mar,16,210,Sore
2012-03-05,spring,2012,Mar,17,387,Sore
2012-03-05,spring,2012,Mar,18,375,Sore
2012-03-05,spring,2012,Mar,19,226,Sore
2012-03-05,spring,2012,Mar,20,179,Malam
2012-03-05,spring,2012,Mar,21,120,Malam
2012-03-05,spring,2012,Mar,22,78,Malam
2012-03-05,spring,2012,Mar,23,31,Malam
2012-03-06,spring,2012,Mar,0,8,Malam
2012-03-06,spring,2012,Mar,1,6,Malam
2012-03-06,spring,2012,Mar,2,4,Malam
2012-03-06,spring,2012,Mar,3,1,Malam
2012-03-06,spring,2012,Mar,4,3,Pagi
2012-03-06,spring,2012,Mar,5,25,Pagi
2012-03-06,spring,2012,Mar,6,102,Pagi
2012-03-06,spring,2012,Mar,7,275,Pagi
2012-03-06,spring,2012,Mar,8,501,Pagi
2012-03-06,spring,2012,Mar,9,233,Pagi
2012-03-06,spring,2012,Mar,10,129,Pagi
2012-03-06,spring,2012,Mar,11,130,Siang
2012-03-06,spring,2012,Mar,12,138,Siang
2012-03-06,spring,2012,Mar,13,164,Siang
2012-03-06,spring,2012,Mar,14,136,Siang
2012-03-06,spring,2012,Mar,15,166,Siang
2012-03-06,spring,2012,Mar,16,250,Sore
2012-03-06,spring,2012,Mar,17,446,Sore
2012-03-06,spring,2012,Mar,18,457,Sore
2012-03-06,spring,2012,Mar,19,287,Sore
2012-03-06,spring,2012,Mar,20,187,Malam
2012-03-06,spring,2012,Mar,21,148,Malam
2012-03-06,spring,2012,Mar,22,106,Malam
2012-03-06,spring,2012,Mar,23,54,Malam
2012-03-07,spring,2012,Mar,0,15,Malam
2012-03-07,spring,2012,Mar,1,5,Malam
2012-03-07,spring,2012,Mar,2,4,Malam
2012-03-07,spring,2012,Mar,3,3,Malam
2012-03-07,spring,2012,Mar,4,3,Pagi
2012-03-07,spring,2012,Mar,5,18,Pagi
2012-03-07,spring,2012,Mar,6,108,Pagi
2012-03-07,spring,2012,Mar,7,344,Pagi
2012-03-07,spring,2012,Mar,8,566,Pagi
2012-03-07,spring,2012,Mar,9,264,Pagi
2012-03-07,spring,2012,Mar,10,147,Pagi
2012-03-07,spring,2012,Mar,11,161,Siang
2012-03-07,spring,2012,Mar,12,215,Siang
2012-03-07,spring,2012,Mar,13,205,Siang
2012-03-07,spring,2012,Mar,14,175,Siang
2012-03-07,spring,2012,Mar,15,209,Siang
2012-03-07,spring,2012,Mar,16,288,Sore
2012-03-07,spring,2012,Mar,17,612,Sore
2012-03-07,spring,2012,Mar,18,544,Sore
2012-03-07,spring,2012,Mar,19,361,Sore
2012-03-07,spring,2012,Mar,20,260,Malam
2012-03-07,spring,2012,Mar,21,188,Malam
2012-03-07,spring,2012,Mar,22,159,Malam
2012-03-07,spring,2012,Mar,23,62,Malam
2012-03-08,spring,2012,Mar,0,46,Malam
2012-03-08,spring,2012,Mar,1,21,Malam
2012-03-08,spring,2012,Mar,2,11,Malam
2012-03-08,spring,2012,Mar,3,3,Malam
2012-03-08,spring,2012,Mar,4,2,Pagi
2012-03-08,spring,2012,Mar,5,29,Pagi
2012-03-08,spring,2012,Mar,6,109,Pagi
2012-03-08,spring,2012,Mar,7,334,Pagi
2012-03-08,spring,2012,Mar,8,585,Pagi
2012-03-08,spring,2012,Mar,9,301,Pagi
2012-03-08,spring,2012,Mar,10,138,Pagi
2012-03-08,spring,2012,Mar,11,204,Siang
2012-03-08,spring,2012,Mar,12,251,Siang
2012-03-08,spring,2012,Mar,13,233,Siang
2012-03-08,spring,2012,Mar,14,203,Siang
2012-03-08,spring,2012,Mar,15,185,Siang
2012-03-08,spring,2012,Mar,16,342,Sore
2012-03-08,spring,2012,Mar,17,597,Sore
2012-03-08,spring,2012,Mar,18,590,Sore
2012-03-08,spring,2012,Mar,19,416,Sore
2012-03-08,spring,2012,Mar,20,302,Malam
2012-03-08,spring,2012,Mar,21,233,Malam
2012-03-08,spring,2012,Mar,22,153,Malam
2012-03-08,spring,2012,Mar,23,94,Malam
2012-03-09,spring,2012,Mar,0,54,Malam
2012-03-09,spring,2012,Mar,1,26,Malam
2012-03-09,spring,2012,Mar,2,11,Malam
2012-03-09,spring,2012,Mar,3,7,Malam
2012-03-09,spring,2012,Mar,4,1,Pagi
2012-03-09,spring,2012,Mar,5,29,Pagi
2012-03-09,spring,2012,Mar,6,85,Pagi
2012-03-09,spring,2012,Mar,7,268,Pagi
2012-03-09,spring,2012,Mar,8,501,Pagi
2012-03-09,spring,2012,Mar,9,284,Pagi
2012-03-09,spring,2012,Mar,10,159,Pagi
2012-03-09,spring,2012,Mar,11,187,Siang
2012-03-09,spring,2012,Mar,12,201,Siang
2012-03-09,spring,2012,Mar,13,224,Siang
2012-03-09,spring,2012,Mar,14,178,Siang
2012-03-09,spring,2012,Mar,15,238,Siang
2012-03-09,spring,2012,Mar,16,343,Sore
2012-03-09,spring,2012,Mar,17,566,Sore
2012-03-09,spring,2012,Mar,18,470,Sore
2012-03-09,spring,2012,Mar,19,244,Sore
2012-03-09,spring,2012,Mar,20,159,Malam
2012-03-09,spring,2012,Mar,21,141,Malam
2012-03-09,spring,2012,Mar,22,107,Malam
2012-03-09,spring,2012,Mar,23,86,Malam
2012-03-10,spring,2012,Mar,0,77,Malam
2012-03-10,spring,2012,Mar,1,51,Malam
2012-03-10,spring,2012,Mar,2,42,Malam
2012-03-10,spring,2012,Mar,3,16,Malam
2012-03-10,spring,2012,Mar,4,4,Pagi
2012-03-10,spring,2012,Mar,5,10,Pagi
2012-03-10,spring,2012,Mar,6,12,Pagi
2012-03-10,spring,2012,Mar,7,40,Pagi
2012-03-10,spring,2012,Mar,8,111,Pagi
2012-03-10,spring,2012,Mar,9,148,Pagi
2012-03-10,spring,2012,Mar,10,223,Pagi
2012-03-10,spring,2012,Mar,11,274,Siang
2012-03-10,spring,2012,Mar,12,329,Siang
2012-03-10,spring,2012,Mar,13,357,Siang
2012-03-10,spring,2012,Mar,14,379,Siang
2012-03-10,spring,2012,Mar,15,406,Siang
2012-03-10,spring,2012,Mar,16,390,Sore
2012-03-10,spring,2012,Mar,17,354,Sore
2012-03-10,spring,2012,Mar,18,297,Sore
2012-03-10,spring,2012,Mar,19,184,Sore
2012-03-10,spring,2012,Mar,20,121,Malam
2012-03-10,spring,2012,Mar,21,110,Malam
2012-03-10,spring,2012,Mar,22,100,Malam
2012-03-10,spring,2012,Mar,23,83,Malam
2012-03-11,spring,2012,Mar,0,69,Malam
2012-03-11,spring,2012,Mar,1,61,Malam
2012-03-11,spring,2012,Mar,3,66,Malam
2012-03-11,spring,2012,Mar,4,22,Pagi
2012-03-11,spring,2012,Mar,5,7,Pagi
2012-03-11,spring,2012,Mar,6,10,Pagi
2012-03-11,spring,2012,Mar,7,17,Pagi
2012-03-11,spring,2012,Mar,8,72,Pagi
2012-03-11,spring,2012,Mar,9,90,Pagi
2012-03-11,spring,2012,Mar,10,218,Pagi
2012-03-11,spring,2012,Mar,11,299,Siang
2012-03-11,spring,2012,Mar,12,410,Siang
2012-03-11,spring,2012,Mar,13,464,Siang
2012-03-11,spring,2012,Mar,14,501,Siang
2012-03-11,spring,2012,Mar,15,487,Siang
2012-03-11,spring,2012,Mar,16,509,Sore
2012-03-11,spring,2012,Mar,17,498,Sore
2012-03-11,spring,2012,Mar,18,389,Sore
2012-03-11,spring,2012,Mar,19,258,Sore
2012-03-11,spring,2012,Mar,20,171,Malam
2012-03-11,spring,2012,Mar,21,147,Malam
2012-03-11,spring,2012,Mar,22,94,Malam
2012-03-11,spring,2012,Mar,23,52,Malam
2012-03-12,spring,2012,Mar,0,24,Malam
2012-03-12,spring,2012,Mar,1,10,Malam
2012-03-12,spring,2012,Mar,2,9,Malam
2012-03-12,spring,2012,Mar,3,2,Malam
2012-03-12,spring,2012,Mar,4,3,Pagi
2012-03-12,spring,2012,Mar,5,16,Pagi
2012-03-12,spring,2012,Mar,6,88,Pagi
2012-03-12,spring,2012,Mar,7,268,Pagi
2012-03-12,spring,2012,Mar,8,564,Pagi
2012-03-12,spring,2012,Mar,9,281,Pagi
2012-03-12,spring,2012,Mar,10,137,Pagi
2012-03-12,spring,2012,Mar,11,150,Siang
2012-03-12,spring,2012,Mar,12,221,Siang
2012-03-12,spring,2012,Mar,13,250,Siang
2012-03-12,spring,2012,Mar,14,221,Siang
2012-03-12,spring,2012,Mar,15,233,Siang
2012-03-12,spring,2012,Mar,16,332,Sore
2012-03-12,spring,2012,Mar,17,644,Sore
2012-03-12,spring,2012,Mar,18,712,Sore
2012-03-12,spring,2012,Mar,19,446,Sore
2012-03-12,spring,2012,Mar,20,286,Malam
2012-03-12,spring,2012,Mar,21,205,Malam
2012-03-12,spring,2012,Mar,22,133,Malam
2012-03-12,spring,2012,Mar,23,63,Malam
2012-03-13,spring,2012,Mar,0,26,Malam
2012-03-13,spring,2012,Mar,1,16,Malam
2012-03-13,spring,2012,Mar,2,1,Malam
2012-03-13,spring,2012,Mar,3,2,Malam
2012-03-13,spring,2012,Mar,4,1,Pagi
2012-03-13,spring,2012,Mar,5,24,Pagi
2012-03-13,spring,2012,Mar,6,113,Pagi
2012-03-13,spring,2012,Mar,7,308,Pagi
2012-03-13,spring,2012,Mar,8,593,Pagi
2012-03-13,spring,2012,Mar,9,342,Pagi
2012-03-13,spring,2012,Mar,10,143,Pagi
2012-03-13,spring,2012,Mar,11,219,Siang
2012-03-13,spring,2012,Mar,12,244,Siang
